Comunity;province;municipality_ID;municipality_name;poblado_is_municipality;is_treated;treatment_age_50;treatment_age_60;treatment_age_70;treatment_age_80;Exist_Today;Pop_1842;Pop_1877;Pop_1887;Pop_1897;Pop_1900;Pop_1910;Pop_1920;Pop_1930;Pop_1940;Pop_1950;Pop_1960;Pop_1970;Pop_1981;Pop_1991;Pop_2001;Pop_2011;Pop_2021;river_distance_m;Latitude;longitude;area_km^2;urban_dist_km
Aragon;Zaragoza;50041;Bagüés;0;0;0;0;0;0;1;178;247;259;238;243;215;233;203;162;135;95;20;15;16;39;23;16;13546,77672;42,5493;-0,9459;31;100,1319667
Aragon;Zaragoza;50042;Balconchán;0;0;0;0;0;0;1;116;179;179;163;178;191;165;180;146;133;84;62;42;34;28;15;19;25944,07902;41,0875;-1,4605;19;78,93663801
Aragon;Zaragoza;50043;Bárboles;0;0;0;0;0;0;1;264;552;632;596;640;731;753;808;851;782;740;526;423;355;315;324;295;7524,60036;41,7124;-1,1878;16;26,21610684
Aragon;Zaragoza;50044;Bardallur;0;0;0;0;0;0;1;317;730;743;777;834;827;752;779;740;755;678;547;425;333;284;320;256;12054,63235;41,6839;-1,2123;27;27,58187705
Aragon;Zaragoza;50045;Belchite;0;0;0;0;0;0;1;2385;3174;3290;3315;3333;3522;3469;3604;2936;3589;2816;2191;1728;1680;1612;1637;1539;20478,40303;41,3065;-0,7546;274;39,66693429
Aragon;Zaragoza;50046;Belmonte de Gracián;0;0;0;0;0;0;1;825;1194;1091;1023;997;998;997;1002;957;897;799;595;460;354;246;238;194;31521,51553;41,3125;-1,5374;44;66,15958473
Aragon;Zaragoza;50047;Berdejo;0;0;0;0;0;0;1;210;388;301;352;363;356;316;329;307;280;209;102;32;37;53;69;40;34252,80087;41,5614;-1,9441;19;88,74799247
Aragon;Zaragoza;50048;Berrueco;0;0;0;0;0;0;1;95;215;255;218;232;241;257;184;198;185;182;107;45;43;37;45;35;30461,63773;40,9906;-1,4669;20;88,03941677
Aragon;Zaragoza;50050;Bijuesca;0;0;0;0;0;0;1;525;889;766;780;833;884;896;879;893;821;603;297;161;138;133;110;88;38007,04505;41,5405;-1,9204;57;87,09081844
Aragon;Zaragoza;50051;Biota;0;0;0;0;0;0;1;540;1135;1132;1092;1142;1198;1472;1589;1715;1713;1736;1601;1510;1306;1200;1079;914;24912,96221;42,2613;-1,1885;129;72,5032421
Aragon;Zaragoza;50052;Bisimbre;0;0;0;0;0;0;1;189;394;417;268;291;267;212;213;221;222;237;200;180;146;124;101;89;7141,567791;41,856;-1,4433;11;51,7946329
Aragon;Zaragoza;50053;Boquiñeni;0;0;0;0;0;0;1;394;702;757;882;920;894;1022;1136;1150;1218;1424;1359;1132;1063;990;961;778;2205,560956;41,8481;-1,2516;19;37,66309551
Aragon;Zaragoza;50054;Bordalba;0;0;0;0;0;0;1;450;679;446;534;520;524;548;566;553;501;388;223;154;108;82;72;51;31637,14966;41,4167;-2,0785;42;102,8060823
Aragon;Zaragoza;50055;Borja;0;0;0;0;0;0;1;4239;5550;5827;5732;5667;5243;5093;5055;5138;5024;4490;4011;4233;4060;4295;5039;5043;16243,62203;41,8348;-1,5338;107;57,74458525
Aragon;Zaragoza;50056;Botorrita;0;0;0;0;0;0;1;175;329;282;321;351;386;408;487;534;477;479;404;385;465;482;524;509;21600,47543;41,5067;-1,0301;20;20,07107701
Aragon;Zaragoza;50057;Brea de Aragón;0;0;0;0;0;0;1;1050;1816;1876;1528;1467;1325;1484;1904;1862;1792;1751;1889;2065;2044;1999;1799;1557;44826,43629;41,5243;-1,6007;13;61,27951243
Aragon;Zaragoza;50058;Bubierca;0;0;0;0;0;0;1;675;927;905;886;914;808;665;600;602;462;380;245;175;123;97;86;64;21043,34523;41,3143;-1,8538;30;89,04466464
Aragon;Zaragoza;50059;Bujaraloz;0;0;0;0;0;0;1;1283;2075;1807;1431;1510;1542;1481;1303;1391;1137;1057;1148;1220;1074;1019;1052;978;20048,70897;41,4973;-0,1537;121;63,0253944
Aragon;Zaragoza;50060;Bulbuente;0;0;0;0;0;0;1;510;880;1024;1060;1052;896;853;820;742;746;545;430;346;274;246;235;233;21863,53126;41,8193;-1,6024;25;62,5685105
Aragon;Zaragoza;50061;Bureta;0;0;0;0;0;0;1;243;498;610;649;685;628;660;636;577;615;534;471;400;342;313;274;206;16141,08217;41,8153;-1,5041;12;54,69157555
Aragon;Zaragoza;50062;El Burgo;0;0;0;0;0;0;1;375;785;763;963;903;1060;1070;1096;1059;1143;1186;1380;1171;1223;1628;2356;2567;22632,82052;36,7897;-4,9478;117;643,7664233
Aragon;Zaragoza;50064;Cabañas de Ebro;0;0;0;0;0;0;1;271;494;514;476;493;625;669;795;800;782;744;687;607;561;544;551;489;97,7691308;41,7946;-1,1625;9;28,19952361
Aragon;Zaragoza;50065;Cabolafuente;0;0;0;0;0;0;1;210;476;444;446;474;615;707;650;671;645;515;241;175;101;54;46;49;22675,43563;41,2113;-2,0399;39;108,0596107
Aragon;Zaragoza;50066;Cadrete;0;0;0;0;0;0;1;488;628;570;572;647;655;674;691;767;742;665;692;680;917;1784;3293;4329;12584,20414;41,5557;-0,9612;12;12,32634847
Aragon;Zaragoza;50067;Calatayud;0;0;0;0;0;0;1;7125;11299;10951;10830;11352;11205;11947;15167;17726;18318;17740;16915;17666;17432;18019;21264;19869;28912,78309;41,35;-1,6333;154;70,80952652
Aragon;Zaragoza;50068;Calatorao;0;0;0;0;0;0;1;1200;2075;2248;2245;2300;2785;3488;3460;3397;3410;3317;3071;2872;2626;2852;2993;2901;31403,45242;41,5222;-1,3466;48;41,06575064
Aragon;Zaragoza;50069;Calcena;0;0;0;0;0;0;1;809;889;868;847;854;907;1076;1087;967;961;639;289;132;105;99;64;78;40148,12484;41,6554;-1,7181;65;69,35681577
Aragon;Zaragoza;50070;Calmarza;0;0;0;0;0;0;1;204;375;333;313;343;380;436;537;600;533;422;318;194;132;87;79;64;11848,11058;41,1578;-1,9117;28;101,740269
Aragon;Zaragoza;50071;Campillo de Aragón;0;0;0;0;0;0;1;375;661;683;660;701;692;753;738;778;746;627;411;257;223;182;154;134;4770,564479;41,1266;-1,8431;37;98,98673833
Aragon;Zaragoza;50072;Carenas;0;0;0;0;0;0;1;525;1046;1141;1102;1181;964;989;1120;1275;1145;918;434;369;247;197;185;181;12796,17979;41,2778;-1,7975;31;86,69100043
Aragon;Zaragoza;50073;Cariñena;0;0;0;0;0;0;1;1985;3032;3448;3297;3313;3592;3448;3070;3049;3158;3031;2893;3127;2877;3196;3623;3365;42465,43083;41,3374;-1,2249;83;44,92037834
Aragon;Zaragoza;50074;Caspe;0;0;0;0;0;0;1;7600;9070;8368;7936;7808;8893;9259;9992;9844;10128;9603;9162;8339;8029;7896;9797;10168;5495,230731;41,2367;-0,0396;503;84,01491774
Aragon;Zaragoza;50075;Castejón de Alarba;0;0;0;0;0;0;1;75;320;327;298;294;357;321;355;361;343;298;235;179;141;103;91;78;12129,32201;41,1832;-1,636;18;81,44424039
Aragon;Zaragoza;50076;Castejón de las Armas;0;0;0;0;0;0;1;525;710;719;748;750;721;598;575;526;508;401;234;198;155;117;116;83;16906,66479;41,3098;-1,8112;16;86,05489816
Aragon;Zaragoza;50077;Castejón de Valdejasa;0;0;0;0;0;0;1;676;1037;1066;1066;1095;1061;1049;1102;1162;1068;902;581;452;397;324;266;216;23222,30616;41,9823;-0,9941;110;38,06960026
Aragon;Zaragoza;50078;Castiliscar;0;0;0;0;0;0;1;458;849;841;848;823;870;943;1026;1039;1045;1012;649;493;469;403;311;248;11170,26719;42,3764;-1,2736;41;86,96868332
Aragon;Zaragoza;50079;Cervera de la Cañada;0;0;0;0;0;0;1;525;859;1020;883;904;1019;1028;982;1021;1020;772;563;438;375;332;319;264;30196,27055;41,4322;-1,7353;29;74,92743853
Aragon;Zaragoza;50080;Cerveruela;0;0;0;0;0;0;1;192;453;416;441;443;431;386;363;276;300;153;27;7;4;25;41;37;48752,39927;41,2156;-1,2152;23;55,65888758
Aragon;Zaragoza;50081;Cetina;0;0;0;0;0;0;1;825;1160;1263;1286;1312;1571;2064;2517;2584;2407;2049;1469;994;807;739;679;576;20915,2598;41,2916;-1,9618;79;98,29352303
Aragon;Zaragoza;50082;Cimballa;0;0;0;0;0;0;1;345;481;454;514;512;484;485;466;539;561;483;281;160;143;143;118;95;3343,860773;41,1025;-1,775;32;96,13465833
Aragon;Zaragoza;50083;Cinco Olivas;0;0;0;0;0;0;1;270;674;633;575;570;555;482;400;388;349;286;194;178;157;132;122;105;405,7137468;41,3393;-0,3716;2;54,86790321
Aragon;Zaragoza;50084;Clarés de Ribota;0;0;0;0;0;0;1;273;468;501;462;444;444;498;479;480;511;409;291;138;123;111;92;69;43368,87258;41,5297;-1,8377;19;80,48986176
Aragon;Zaragoza;50085;Codo;0;0;0;0;0;0;1;900;1001;1043;1057;1026;1193;1163;1114;945;947;719;519;420;325;259;204;206;18244,86295;41,3334;-0,6994;11;38,39146414
Aragon;Zaragoza;50086;Codos;0;0;0;0;0;0;1;750;1249;1144;1142;1122;919;982;995;969;976;852;645;386;329;279;247;234;38830,16553;41,2935;-1,3745;63;56,97355923
Aragon;Zaragoza;50087;Contamina;0;0;0;0;0;0;1;90;157;164;166;169;212;244;243;247;245;200;129;91;64;52;40;33;18894,52966;41,3057;-1,9176;14;94,28355643
Aragon;Zaragoza;50088;Cosuenda;0;0;0;0;0;0;1;1028;1436;1478;1307;1304;1191;1127;1001;987;983;866;597;511;449;410;396;332;46135,25068;41,364;-1,2983;32;46,96502747
Aragon;Zaragoza;50089;Cuarte de Huerva;0;0;0;0;0;0;1;203;282;262;242;275;298;295;271;322;386;491;744;1148;1353;1922;10209;13754;8411,805025;41,5936;-0,9389;9;7,788621253
Aragon;Zaragoza;50090;Cubel;0;0;0;0;0;0;1;240;548;484;466;505;602;618;671;733;747;535;343;316;267;210;189;148;13367,80724;41,0975;-1,6348;59;87,7826945
Aragon;Zaragoza;50092;Chiprana;0;0;0;0;0;0;1;818;1664;1656;1354;1425;1565;1433;1192;1289;1139;910;695;504;430;403;471;513;13126,1829;41,2624;-0,1272;39;76,3437783
Aragon;Zaragoza;50093;Chodes;0;0;0;0;0;0;1;113;442;458;489;483;626;584;578;538;528;406;263;197;151;117;147;99;43191,89397;41,4868;-1,48;16;52,84982868
Aragon;Zaragoza;50094;Daroca;0;0;0;0;0;0;1;2316;3221;3180;3254;3493;3597;3669;3857;3819;3786;3323;2968;2560;2351;2212;2264;1909;30885,57775;41,1132;-1,417;52;74,46486838
Aragon;Zaragoza;50095;Ejea de los Caballeros;0;1;0;1;0;0;1;2551;4237;4455;4399;4570;5120;6966;7624;8599;8729;10575;14426;15842;15337;16048;17069;17062;24915,25882;42,1273;-1,1384;610;57,11810479
Aragon;Zaragoza;50096;Embid de Ariza;0;0;0;0;0;0;1;370;510;467;464;498;573;574;551;555;529;456;264;133;81;70;51;32;29458,62333;41,3797;-1,9725;41;95,53361545
Aragon;Zaragoza;50098;Encinacorba;0;0;0;0;0;0;1;789;1055;1169;1024;1020;1049;891;931;839;838;680;538;370;336;300;242;187;45588,17166;41,2845;-1,2754;37;52,13834992
Aragon;Zaragoza;50099;Épila;0;0;0;0;0;0;1;2424;3587;3809;3703;3713;4820;5466;5799;5900;5462;5173;3997;3810;3816;4087;4715;4386;25361,60187;41,5985;-1,2796;194;33,43316271
Aragon;Zaragoza;50100;Erla;0;0;0;0;0;0;1;420;825;834;842;911;931;1104;1067;1179;1038;916;778;614;547;451;403;355;34647,03963;42,115;-0,9476;19;51,97930757
Aragon;Zaragoza;50101;Escatrón;0;0;0;0;0;0;1;1698;2596;2615;2315;2374;2281;2140;2068;2076;3156;3668;2413;1521;1366;1111;1123;1120;5810,675925;41,287;-0,3251;95;61,58568449
Aragon;Zaragoza;50102;Fabara;0;0;0;0;0;0;1;1370;1958;1926;1982;2089;2273;2265;2192;2048;1997;1781;1667;1578;1344;1230;1242;1096;12209,67505;41,1779;0,1676;102;102,1546217
Aragon;Zaragoza;50104;Farlete;0;0;0;0;0;0;1;473;715;620;576;524;559;528;548;610;637;587;565;541;496;444;426;381;15288,75747;41,681;-0,5072;104;31,4340482
Aragon;Zaragoza;50105;Fayón;0;0;0;0;0;0;1;375;1050;1127;1284;1306;1406;1750;1476;1319;1310;1683;601;514;439;396;378;378;19458,04967;41,2403;0,3329;67;111,1406469
Aragon;Zaragoza;50107;Figueruelas;0;0;0;0;0;0;1;219;369;333;380;367;451;504;559;597;635;672;691;705;870;1058;1305;1253;2865,728478;41,7661;-1,1752;17;27,45377291
Aragon;Zaragoza;50108;Fombuena;0;0;0;0;0;0;1;180;191;193;232;226;258;266;247;239;185;108;22;9;13;15;52;60;49992,29751;41,144;-1,1923;26;61,88410014
Aragon;Zaragoza;50111;Fréscano;0;0;0;0;0;0;1;500;607;600;474;505;447;440;352;366;405;452;419;344;275;248;208;200;7878,692261;41,8743;-1,4495;18;53,17560144
Aragon;Zaragoza;50113;Fuendejalón;0;0;0;0;0;0;1;510;1183;1399;1379;1354;1226;1483;1418;1378;1473;1323;1125;1039;985;871;944;782;19416,8784;41,7608;-1,472;76;50,39930037
Aragon;Zaragoza;50114;Fuendetodos;0;0;0;0;0;0;1;360;541;505;527;540;591;623;663;498;455;401;259;183;166;176;178;142;28740,99422;41,3413;-0,9595;62;34,90123659
Aragon;Zaragoza;50115;Fuentes de Ebro;0;0;0;0;0;0;1;1446;2255;2128;2165;2221;2506;2778;2761;2397;2962;3337;3594;3670;3801;3887;4598;4627;6172,106952;41,5114;-0,6287;142;26,1969637
Aragon;Zaragoza;50116;Fuentes de Jiloca;0;0;0;0;0;0;1;600;1010;1089;1081;1099;1000;1162;1219;1133;1143;1001;740;502;413;326;275;209;21992,25433;41,229;-1,5376;27;71,87379304
Aragon;Zaragoza;50117;Gallocanta;0;0;0;0;0;0;1;97;283;278;340;363;396;446;490;529;522;476;380;235;192;157;155;128;26219,1021;40,995;-1,5069;30;89,53462143
Aragon;Zaragoza;50118;Gallur;0;0;0;0;0;0;1;1015;1969;2055;2453;2847;2862;3438;3862;3982;4038;4328;4227;3486;3066;2900;2877;2557;997,7480623;41,8692;-1,3161;42;43,38766218
Aragon;Zaragoza;50119;Gelsa;0;0;0;0;0;0;1;1772;2313;2157;2084;2096;2297;2285;2172;2303;2022;1725;1610;1474;1366;1220;1185;1003;5636,92035;41,4072;-0,4603;72;44,37704247
Aragon;Zaragoza;50120;Godojos;0;0;0;0;0;0;1;300;372;422;397;432;448;464;506;455;383;374;218;115;83;75;43;50;14603,30941;41,2686;-1,8644;17;92,10185789
Aragon;Zaragoza;50121;Gotor;0;0;0;0;0;0;1;673;936;946;866;874;841;706;738;677;597;473;451;414;390;400;371;318;45451,2034;41,5453;-1,65;16;64,80621435
Aragon;Zaragoza;50122;Grisel;0;0;0;0;0;0;1;302;464;493;492;497;491;541;509;453;387;295;127;58;59;55;68;83;21920,59473;41,8708;-1,7283;15;74,2646416
Aragon;Zaragoza;50123;Grisén;0;0;0;0;0;0;1;150;351;371;410;360;440;545;651;705;723;708;627;501;485;470;592;604;4035,193132;41,7443;-1,1642;5;25,56656803
Aragon;Zaragoza;50124;Herrera de los Navarros;0;0;0;0;0;0;1;1110;1700;1700;1840;1873;2047;2124;2224;1890;1826;1484;1150;889;710;599;578;496;47510,47105;41,2094;-1,0808;105;51,6806777
Aragon;Zaragoza;50125;Ibdes;0;0;0;0;0;0;1;870;1143;1137;1184;1251;1509;1638;1769;1819;1926;1640;971;682;583;523;479;386;9268,552358;41,2176;-1,8336;56;92,66569116
Aragon;Zaragoza;50126;Illueca;0;0;0;0;0;0;1;1350;1728;1719;1696;1823;1904;1893;1963;2012;1973;2144;2498;2949;3149;3284;3272;2767;45270,11751;41,538;-1,6284;25;63,1944267
Aragon;Zaragoza;50128;Isuerre;0;0;0;0;0;0;1;212;394;358;335;347;356;373;302;271;277;215;86;58;63;57;32;33;17979,21158;42,4881;-1,056;20;94,28115851
Aragon;Zaragoza;50129;Jaraba;0;0;0;0;0;0;1;324;461;501;485;491;491;599;705;812;856;704;511;371;334;316;358;279;10528,27025;41,1901;-1,8841;43;97,86454999
Aragon;Zaragoza;50130;Jarque de Moncayo;0;0;0;0;0;0;1;750;1207;1263;1458;1472;1514;1511;1331;1258;1181;1015;773;674;616;541;522;414;46322,46128;41,5561;-1,6783;43;66,92129022
Aragon;Zaragoza;50131;Jaulín;0;0;0;0;0;0;1;240;364;365;306;361;418;483;554;550;526;505;392;338;303;292;282;277;24303,61547;41,4521;-0,9925;46;23,8103304
Aragon;Zaragoza;50132;La Joyosa;1;1;0;1;0;0;1;98;263;266;249;264;271;304;283;318;327;485;459;357;345;430;949;1131;2873,029443;41,7448;-1,0729;7;18,94162392
Aragon;Zaragoza;50133;Lagata;0;0;0;0;0;0;1;330;503;454;467;503;593;599;623;571;524;374;255;180;159;157;133;114;34296,14446;41,2398;-0,8047;24;46,07812857
Aragon;Zaragoza;50134;Langa del Castillo;0;0;0;0;0;0;1;225;552;552;608;599;657;741;818;803;782;617;332;242;200;177;137;116;33704,24732;41,2108;-1,3981;50;65,00836694
Aragon;Zaragoza;50135;Layana;0;0;0;0;0;0;1;147;358;315;311;343;405;446;479;468;428;385;332;230;192;137;125;93;17150,06751;42,2968;-1,245;4;77,88859416
Aragon;Zaragoza;50136;Lécera;0;0;0;0;0;0;1;1191;1857;1983;1917;1997;2236;2475;2290;2378;2395;1906;1490;1185;1009;817;749;645;26986,73638;41,2032;-0,7107;109;51,72343703
Aragon;Zaragoza;50137;Leciñena;0;0;0;0;0;0;1;713;1373;1528;1548;1576;1798;2107;2152;1952;1993;1730;1554;1542;1476;1292;1315;1136;28004,35072;41,7928;-0,6139;179;27,42468899
Aragon;Zaragoza;50138;Lechón;0;0;0;0;0;0;1;135;166;163;140;157;149;165;181;152;155;141;108;85;63;59;48;48;42594,50598;41,0865;-1,2842;17;71,02770038
Aragon;Zaragoza;50139;Letux;0;0;0;0;0;0;1;720;1096;1054;948;1074;1132;1159;1221;1265;1049;876;701;587;486;463;397;348;31747,05385;41,2545;-0,8027;30;44,49147859
Aragon;Zaragoza;50140;Litago;0;0;0;0;0;0;1;450;633;580;418;634;589;607;584;545;524;453;255;227;189;172;178;190;29136,13213;41,8139;-1,7536;15;74,48161984
Aragon;Zaragoza;50141;Lituénigo;0;0;0;0;0;0;1;192;373;351;343;363;343;324;359;359;356;312;238;164;125;116;121;119;27409,10514;41,8358;-1,7608;11;75,67539015
Aragon;Zaragoza;50142;Lobera de Onsella;0;0;0;0;0;0;1;321;551;533;496;496;518;561;507;501;503;448;233;103;62;54;45;25;21200,42234;42,4787;-1,0216;32;92,84794995
Aragon;Zaragoza;50143;Longares;0;0;0;0;0;0;1;800;1313;1504;1347;1306;1506;1454;1448;1464;1445;1245;1019;969;865;911;860;873;36242,2229;41,4019;-1,1678;46;36,35229639
Aragon;Zaragoza;50144;Longás;0;0;0;0;0;0;1;343;632;602;498;469;545;613;479;400;322;222;62;24;35;44;34;36;15603,87536;42,4803;-0,9351;49;92,42267907
Aragon;Zaragoza;50146;Lucena de Jalón;0;0;0;0;0;0;1;201;;482;533;454;469;496;561;599;529;542;423;396;340;306;235;255;28167,93955;41,5531;-1,314;10;37,3983481
Aragon;Zaragoza;50147;Luceni;0;0;0;0;0;0;1;402;617;699;782;796;907;1470;1902;1925;1840;1772;1604;1321;1089;1034;1042;987;2859,97225;41,8286;-1,2392;27;35,58462278
Aragon;Zaragoza;50148;Luesia;0;0;0;0;0;0;1;947;1584;1555;1614;1573;1702;1715;1790;1503;1438;1221;801;574;462;413;377;342;25898,91245;42,3697;-1,0232;127;80,85717059
Aragon;Zaragoza;50149;Luesma;0;0;0;0;0;0;1;225;432;350;318;331;344;327;290;213;203;186;45;31;29;32;50;41;53992,88111;41,1663;-1,1462;29;58,08067654
Aragon;Zaragoza;50150;Lumpiaque;0;0;0;0;0;0;1;500;1208;1368;1388;1431;1686;1817;1889;2068;2031;2005;1396;1146;1004;917;919;837;22839,33341;41,6298;-1,3026;30;34,91480524
Aragon;Zaragoza;50151;Luna;0;0;0;0;0;0;1;957;1728;1691;1712;1761;2054;2433;2611;2607;2136;1893;1533;1150;1002;897;813;711;30163,06282;42,1675;-0,9326;309;57,68961178
Aragon;Zaragoza;50152;Maella;0;0;0;0;0;0;1;1751;3209;3123;3219;3325;3552;3776;3332;3327;3020;2688;2562;2397;2180;2056;2001;2028;13339,84608;41,1222;0,1394;175;103,5574186
Aragon;Zaragoza;50153;Magallón;0;0;0;0;0;0;1;2044;2665;2860;2781;2822;2662;2504;2217;2197;2044;1818;1646;1463;1365;1177;1206;1133;9267,584804;41,8326;-1,4609;79;52,04699688
Aragon;Zaragoza;50154;Mainar;0;0;0;0;0;0;1;225;502;414;428;471;474;496;491;485;472;390;262;222;184;170;158;158;41002,30634;41,1922;-1,3042;34;61,82502287
Aragon;Zaragoza;50155;Malanquilla;0;0;0;0;0;0;1;300;571;494;492;427;565;572;571;561;523;399;199;141;136;150;123;95;40552,79562;41,5694;-1,8758;37;82,99956487
Aragon;Zaragoza;50156;Maleján;0;0;0;0;0;0;1;223;443;554;491;535;538;524;520;504;521;487;385;340;313;294;319;262;17580,16736;41,8284;-1,5489;0;58,67883705
Aragon;Zaragoza;50157;Malón;0;0;0;0;0;0;1;720;1171;1171;1193;1230;954;1254;1241;1265;1226;882;777;604;532;436;376;371;11807,24513;41,9533;-1,6708;6;73,47538631
Aragon;Zaragoza;50159;Maluenda;0;0;0;0;0;0;1;1125;1226;1274;1491;1400;1612;1805;1927;1794;1717;1634;1431;1241;1072;993;1093;912;19386,33908;41,2831;-1,6167;40;73,47393358
Aragon;Zaragoza;50160;Mallén;0;0;0;0;0;0;1;1852;2552;2526;2325;2401;2501;2959;3030;3039;3177;3521;3232;2918;3018;3109;3572;3062;5136,550163;41,9006;-1,4189;37;52,42641054
Aragon;Zaragoza;50161;Manchones;0;0;0;0;0;0;1;281;632;724;716;672;702;690;740;718;766;568;327;203;168;145;131;104;27940,01073;41,1494;-1,4658;27;73,88139625
Aragon;Zaragoza;50162;Mara;0;0;0;0;0;0;1;281;617;566;673;706;784;780;826;844;768;656;523;341;245;202;191;168;26829,12519;41,289;-1,5181;21;66,39515282
Aragon;Zaragoza;50163;María de Huerva;0;0;0;0;0;0;1;360;612;631;543;581;622;659;761;826;707;698;723;734;810;1531;5208;6116;17647,13083;41,5412;-0,9947;108;15,23876564
Aragon;Zaragoza;50164;Mediana de Aragón;0;0;0;0;0;0;1;1313;1622;1571;1489;1416;1431;1390;1232;702;855;828;669;581;549;485;479;466;12155,36684;41,4667;-0,7074;91;25,09481513
Aragon;Zaragoza;50165;Mequinenza;0;0;0;0;0;0;1;1370;2587;2587;2678;2842;3427;4228;3296;3566;3754;5784;3026;2663;2757;2486;2424;2293;14719,42712;41,3742;0,3025;307;103,3908899
Aragon;Zaragoza;50166;Mesones de Isuela;0;0;0;0;0;0;1;525;725;672;641;613;641;690;697;748;796;728;590;505;440;350;316;259;37584,1308;41,5514;-1,5384;49;55,55729767
Aragon;Zaragoza;50167;Mezalocha;0;0;0;0;0;0;1;413;668;594;480;510;735;744;680;707;582;494;422;357;341;283;216;237;30162,07081;41,426;-1,0832;61;29,95133954
Aragon;Zaragoza;50168;Mianos;0;0;0;0;0;0;1;213;232;223;223;221;229;232;165;202;166;117;70;58;41;47;43;28;13891,91654;42,5838;-0,9541;15;103,9991491
Aragon;Zaragoza;50169;Miedes de Aragón;0;0;0;0;0;0;1;553;811;861;906;916;986;1179;1167;1220;1187;1039;875;680;579;513;448;441;29641,96171;41,2574;-1,4916;55;66,89482161
Aragon;Zaragoza;50170;Monegrillo;0;0;0;0;0;0;1;682;1140;1097;834;824;902;853;718;827;798;689;702;624;567;524;462;388;16475,36902;41,6387;-0,4158;183;38,8654949
Aragon;Zaragoza;50171;Moneva;0;0;0;0;0;0;1;450;559;535;585;636;735;779;865;814;735;539;249;72;110;160;115;122;38838,62383;41,1272;-0,8298;61;58,30073236
Aragon;Zaragoza;50172;Monreal de Ariza;0;0;0;0;0;0;1;375;632;534;543;680;652;732;847;970;1032;836;655;464;347;303;174;194;31631,34869;41,2909;-2,1051;62;109,344121
Aragon;Zaragoza;50173;Monterde;0;0;0;0;0;0;1;675;856;842;893;932;956;994;889;1009;1068;880;454;272;202;212;169;138;3193,910573;41,1742;-1,7351;56;88,56787434
Aragon;Zaragoza;50174;Montón;0;0;0;0;0;0;1;216;405;468;499;499;498;526;539;550;537;464;310;223;166;126;123;89;23708,63912;41,2067;-1,5152;18;72,15028299
Aragon;Zaragoza;50175;Morata de Jalón;0;0;0;0;0;0;1;1425;1959;2132;2072;2161;2173;2241;2280;2750;2786;2760;2441;1977;1744;1471;1262;1080;42851,02553;41,4733;-1,4749;46;52,99299312
Aragon;Zaragoza;50176;Morata de Jiloca;0;0;0;0;0;0;1;369;795;820;924;897;987;1170;1247;1189;1146;961;671;488;373;300;274;257;20616,22728;41,248;-1,5869;23;73,73462352
Aragon;Zaragoza;50177;Morés;0;0;0;0;0;0;1;300;648;772;825;870;943;933;1022;1058;985;906;879;660;543;459;408;335;40942,93297;41,4733;-1,5653;21;60,04223193
Aragon;Zaragoza;50178;Moros;0;0;0;0;0;0;1;1125;1296;1216;1218;1209;1395;1460;1446;1416;1374;1195;1048;786;626;488;423;302;28020,67272;41,3989;-1,8261;53;83,30335531
Aragon;Zaragoza;50179;Moyuela;0;0;0;0;0;0;1;900;960;992;985;952;1138;1217;1370;1223;1246;1030;752;551;424;326;288;261;46189,11745;41,1321;-0,9247;43;57,68677974
Aragon;Zaragoza;50180;Mozota;0;0;0;0;0;0;1;150;329;331;344;378;482;463;426;423;283;223;181;163;124;114;110;124;23527,89235;41,483;-1,0695;9;24,17579086
Aragon;Zaragoza;50181;Muel;0;0;0;0;0;0;1;897;1138;1238;1211;1228;1504;1576;1569;1617;1484;1379;1429;1346;1196;1108;1413;1442;27473,51271;41,4655;-1,0858;79;26,54349308
Aragon;Zaragoza;50182;La Muela;0;0;0;0;0;0;1;411;699;806;719;729;873;1041;942;1043;1002;1011;897;852;1006;1773;5087;6111;19019,21352;41,5808;-1,1161;143;20,82350422
Aragon;Zaragoza;50183;Munébrega;0;0;0;0;0;0;1;900;1106;1227;1292;1300;1323;1132;1281;1281;1227;1074;825;665;524;449;468;358;12152,57929;41,2515;-1,7052;41;81,58177697
Aragon;Zaragoza;50184;Murero;0;0;0;0;0;0;1;225;460;472;513;519;530;536;530;589;584;488;308;217;169;142;142;96;24577,149;41,1581;-1,4822;18;74,07533957
Aragon;Zaragoza;50185;Murillo de Gállego;0;0;0;0;0;0;1;637;1022;1141;1126;1159;1213;1033;882;777;659;470;339;177;150;150;184;186;11790,63284;42,3363;-0,7529;55;77,07324186
Aragon;Zaragoza;50186;Navardún;0;0;0;0;0;0;1;168;475;460;458;413;439;500;452;412;339;302;206;116;89;55;46;34;12848,61751;42,5128;-1,146;25;98,35870218
Aragon;Zaragoza;50187;Nigüella;0;0;0;0;0;0;1;159;310;299;276;270;296;346;314;309;302;273;194;171;138;98;73;61;37765,94076;41,5381;-1,525;30;54,79287454
Aragon;Zaragoza;50188;Nombrevilla;0;0;0;0;0;0;1;180;259;302;261;262;267;244;251;248;231;161;68;39;33;53;34;32;37044,10902;41,107;-1,3588;18;72,25113644
Aragon;Zaragoza;50189;Nonaspe;0;0;0;0;0;0;1;675;1381;1549;1548;1681;1899;2097;1882;1806;1944;1733;1432;1231;1132;1024;1045;989;19233,91654;41,2091;0,2475;111;106,2599286
