Comunity;province;municipality_ID;municipality_name;poblado_is_municipality;is_treated;treatment_age_50;treatment_age_60;treatment_age_70;treatment_age_80;Exist_Today;Pop_1842;Pop_1877;Pop_1887;Pop_1897;Pop_1900;Pop_1910;Pop_1920;Pop_1930;Pop_1940;Pop_1950;Pop_1960;Pop_1970;Pop_1981;Pop_1991;Pop_2001;Pop_2011;Pop_2021;river_distance_m;Latitude;longitude;area_km^2;urban_dist_km
Castilla leon;Segovia;40065;Chañe;0;0;0;0;0;0;1;512;775;737;758;781;853;846;932;1074;1095;1013;853;817;764;700;919;734;28672,13061;41,3375;-4,4289;35;50,51258636
Castilla leon;Segovia;40068;Domingo García;0;0;0;0;0;0;1;296;276;252;223;212;214;198;191;195;202;184;95;49;55;48;39;31;39242,06687;41,1156;-4,3789;18;28,7149101
Castilla leon;Segovia;40069;Donhierro;0;0;0;0;0;0;1;136;225;214;204;218;273;287;310;295;273;253;205;148;120;106;117;86;29684,60921;41,1161;-4,6961;17;51,94122793
Castilla leon;Segovia;40070;Duruelo;0;0;0;0;0;0;1;149;329;357;368;390;419;404;339;337;369;339;204;112;119;140;177;193;45380,93178;41,2358;-3,6486;17;50,72940809
Castilla leon;Segovia;40071;Encinas;0;0;0;0;0;0;1;285;315;289;347;375;381;353;320;306;319;290;165;101;78;68;57;40;27662,7943;41,3756;-3,6672;18;60,71044129
Castilla leon;Segovia;40072;Encinillas;0;0;0;0;0;0;1;136;211;236;236;233;254;261;292;302;273;216;119;77;79;82;221;325;49543,22721;41,0178;-4,1581;8;8,439378995
Castilla leon;Segovia;40073;Escalona del Prado;0;0;0;0;0;0;1;831;965;949;976;995;1086;1106;1179;1256;1282;1249;826;667;630;570;585;499;49430,26375;41,1667;-4,1228;32;24,31503997
Castilla leon;Segovia;40074;Escarabajosa de Cabezas;0;0;0;0;0;0;1;280;474;483;484;492;554;581;653;678;717;720;529;430;408;383;340;295;51623,03127;41,1044;-4,1933;16;18,49277274
Castilla leon;Segovia;40075;Escobar de Polendos;0;0;0;0;0;0;1;58;;560;620;634;658;737;668;695;725;699;616;420;295;233;252;214;55997,11609;41,0906;-4,1308;40;15,87994194
Castilla leon;Segovia;40076;El Espinar;0;0;0;0;0;0;1;989;1777;1920;1910;2087;2603;3006;3693;3744;4525;4772;5069;4968;5079;6353;9703;9472;39455,45237;40,7186;-4,2478;204;27,74015276
Castilla leon;Segovia;40077;Espirdo;0;0;0;0;0;0;1;172;324;321;319;344;368;340;361;304;346;334;173;185;180;277;1023;1459;54601,71482;40,9975;-4,0733;25;6,670878523
Castilla leon;Segovia;40078;Fresneda de Cuéllar;0;0;0;0;0;0;1;125;259;313;335;366;398;407;386;406;468;459;388;309;274;237;194;159;31973,39394;41,3186;-4,4492;12;49,65323145
Castilla leon;Segovia;40079;Fresno de Cantespino;0;0;0;0;0;0;1;276;517;511;527;505;549;539;550;558;607;547;464;281;241;274;256;313;26870,69425;41,3694;-3,4972;63;69,99454106
Castilla leon;Segovia;40080;Fresno de la Fuente;0;0;0;0;0;0;1;176;242;239;279;305;321;313;306;305;289;278;161;95;106;74;101;78;26735,65349;41,3925;-3,6442;18;63,38392966
Castilla leon;Segovia;40081;Frumales;0;0;0;0;0;0;1;100;411;382;386;427;512;539;502;566;613;583;469;349;272;187;156;115;27396,52434;41,3836;-4,1861;28;48,76274856
Castilla leon;Segovia;40082;Fuente de Santa Cruz;0;0;0;0;0;0;1;651;716;750;729;720;770;803;791;799;774;641;344;270;231;184;136;109;38516,69738;41,2092;-4,6344;17;52,10012014
Castilla leon;Segovia;40083;Fuente el Olmo de Fuentidueña;0;0;0;0;0;0;1;240;496;496;611;610;655;691;712;734;783;691;401;261;220;143;164;152;23770,89974;41,38;-4;31;49,04086552
Castilla leon;Segovia;40084;Fuente el Olmo de Íscar;0;0;0;0;0;0;1;137;300;337;382;348;337;291;286;307;283;291;180;150;121;89;83;48;33439,55928;41,2803;-4,4944;8;48,55349157
Castilla leon;Segovia;40086;Fuentepelayo;0;0;0;0;0;0;1;1342;1533;1526;1585;1580;1655;1697;1843;1693;1674;1555;1322;1134;1032;954;971;809;42930,12041;41,2217;-4,1758;30;30,80347813
Castilla leon;Segovia;40087;Fuentepiñel;0;0;0;0;0;0;1;185;283;331;315;354;383;390;465;488;522;479;298;227;202;172;117;80;22401,86696;41,3997;-4,0422;12;50,62543489
Castilla leon;Segovia;40088;Fuenterrebollo;0;0;0;0;0;0;1;676;833;850;899;923;996;1050;1185;1278;1309;1225;745;549;481;412;370;333;33754,60989;41,2969;-3,9303;36;41,87071716
Castilla leon;Segovia;40089;Fuentesaúco de Fuentidueña;0;0;0;0;0;0;1;272;398;387;434;444;486;497;657;736;830;880;918;788;406;307;274;232;19364,87937;41,4133;-4,0706;26;51,89080869
Castilla leon;Segovia;40091;Fuentesoto;0;0;0;0;0;0;1;152;472;562;539;587;586;571;591;620;742;754;449;250;179;171;145;107;20923,13752;41,4564;-3,9183;30;58,94861079
Castilla leon;Segovia;40092;Fuentidueña;0;0;0;0;0;0;1;196;366;424;469;471;508;461;523;563;600;536;373;252;244;144;110;134;25713,76485;41,4422;-3,98;51;56,15460185
Castilla leon;Segovia;40093;Gallegos;0;0;0;0;0;0;1;270;583;589;606;622;587;468;358;367;420;402;213;144;100;97;97;98;58770,07935;41,0744;-3,7858;22;31,23842274
Castilla leon;Segovia;40094;Garcillán;0;0;0;0;0;0;1;409;475;484;541;560;606;615;633;672;676;704;527;424;362;368;481;503;39139,39799;40,9781;-4,2661;22;12,84901761
Castilla leon;Segovia;40095;Gomezserracín;0;0;0;0;0;0;1;364;499;502;524;553;630;643;758;839;867;868;730;659;660;713;717;652;37089,65214;41,2886;-4,3264;30;41,68624073
Castilla leon;Segovia;40097;Grajera;0;0;0;0;0;0;1;133;222;204;214;231;277;296;246;234;234;237;106;87;77;107;247;243;29020,37493;41,3728;-3,6128;13;63,41582857
Castilla leon;Segovia;40099;Honrubia de la Cuesta;0;0;0;0;0;0;1;220;421;538;614;621;649;549;456;431;430;354;227;134;107;68;71;54;16904,07526;41,5106;-3,7044;21;71,48516551
Castilla leon;Segovia;40100;Hontalbilla;0;0;0;0;0;0;1;503;811;712;848;861;941;1021;1131;1218;1279;1288;792;619;510;390;349;290;30212,54172;41,345;-4,1214;38;44,1389499
Castilla leon;Segovia;40101;Hontanares de Eresma;0;0;0;0;0;0;1;147;203;215;209;208;238;269;271;307;306;297;215;151;133;185;1120;1507;44104,80112;40,9828;-4,2033;6;8,114344888
Castilla leon;Segovia;40103;Los Huertos;0;0;0;0;0;0;1;167;254;309;339;338;381;347;318;348;351;326;214;179;148;156;171;169;43438,7499;41,0103;-4,2189;17;10,91443306
Castilla leon;Segovia;40104;Ituero y Lama;0;0;0;0;0;0;1;135;249;301;259;301;286;305;343;317;264;186;111;74;62;90;364;393;25830,27262;40,8006;-4,3783;13;27,32930932
Castilla leon;Segovia;40105;Juarros de Riomoros;0;0;0;0;0;0;1;104;169;197;197;198;228;224;243;234;258;264;164;124;96;67;65;48;32782,27253;40,9461;-4,3086;14;15,98236011
Castilla leon;Segovia;40106;Juarros de Voltoya;0;0;0;0;0;0;1;127;255;294;295;369;413;506;585;698;764;686;459;323;293;275;251;187;25681,76191;41,0306;-4,5189;22;34,84907667
Castilla leon;Segovia;40107;Labajos;0;0;0;0;0;0;1;707;896;748;630;651;568;519;460;438;435;415;256;213;169;140;142;102;14134,19786;40,8431;-4,5197;21;35,70090318
Castilla leon;Segovia;40108;Laguna de Contreras;0;0;0;0;0;0;1;213;426;465;485;478;591;566;691;789;840;796;501;290;216;155;118;106;12450,49247;41,4944;-4,0289;19;61,21449504
Castilla leon;Segovia;40109;Languilla;0;0;0;0;0;0;1;104;372;370;383;391;474;447;462;530;533;518;351;228;160;127;91;72;15595,61002;41,45;-3,425;27;80,49877142
Castilla leon;Segovia;40110;Lastras de Cuéllar;0;0;0;0;0;0;1;573;913;915;954;936;1148;1089;1208;1322;1419;1417;989;739;609;530;447;330;35370,15227;41,2972;-4,1075;65;38,83616474
Castilla leon;Segovia;40111;Lastras del Pozo;0;0;0;0;0;0;1;188;224;243;253;270;297;259;256;294;333;318;191;135;100;80;88;57;30822,44076;40,8792;-4,3458;33;20,59436169
Castilla leon;Segovia;40112;La Lastrilla;0;0;0;0;0;0;1;202;241;208;238;225;241;239;250;277;344;318;287;222;635;2000;3484;4182;52190,45837;40,9689;-4,1033;9;2,636858733
Castilla leon;Segovia;40115;Maderuelo;0;0;0;0;0;0;1;259;551;557;627;628;682;790;831;853;854;726;353;206;170;155;135;121;12084,15956;41,4872;-3,5208;93;78,05039037
Castilla leon;Segovia;40118;Marazuela;0;0;0;0;0;0;1;224;388;358;386;391;371;367;365;422;396;351;195;125;105;77;60;54;31565,79404;40,9778;-4,3653;15;20,99692997
Castilla leon;Segovia;40119;Martín Miguel;0;0;0;0;0;0;1;319;353;370;395;410;453;455;481;522;534;484;308;245;220;201;254;229;36945,63942;40,9511;-4,2731;15;12,9986361
Castilla leon;Segovia;40120;Martín Muñoz de la Dehesa;0;0;0;0;0;0;1;172;276;248;289;291;266;301;324;302;278;258;205;177;183;199;206;232;24460,5414;41,0661;-4,6867;18;49,46296635
Castilla leon;Segovia;40121;Martín Muñoz de las Posadas;0;0;0;0;0;0;1;879;1093;1140;1074;1135;1189;1151;1175;1295;1523;1500;939;712;608;446;379;277;19277,85064;40,9961;-4,5958;46;40,44321457
Castilla leon;Segovia;40122;Marugán;0;0;0;0;0;0;1;201;312;271;251;277;319;310;347;396;427;458;307;236;262;387;670;712;26020,20373;40,896;-4,3843;29;23,08290372
Castilla leon;Segovia;40123;Matabuena;0;0;0;0;0;0;1;372;584;645;678;658;684;677;602;630;638;640;403;209;225;243;227;188;58300,81271;41,0958;-3,7572;21;34,46385536
Castilla leon;Segovia;40124;Mata de Cuéllar;0;0;0;0;0;0;1;200;403;397;478;488;526;558;610;636;634;607;486;373;321;327;294;249;22324,55791;41,3964;-4,4714;20;57,95253693
Castilla leon;Segovia;40125;La Matilla;0;0;0;0;0;0;1;;718;633;489;473;455;361;367;348;362;357;216;148;138;110;103;82;50421,37526;41,1911;-3,795;8;38,27706712
Castilla leon;Segovia;40126;Melque de Cercos;0;0;0;0;0;0;1;340;402;389;393;428;486;489;521;513;550;474;288;210;143;106;98;59;28725,56437;41,0511;-4,4694;18;31,61521215
Castilla leon;Segovia;40127;Membibre de la Hoz;0;0;0;0;0;0;1;96;209;179;210;201;267;281;321;340;370;331;201;130;100;71;43;35;16967,45823;41,4497;-4,095;16;55,81693742
Castilla leon;Segovia;40128;Migueláñez;0;0;0;0;0;0;1;202;745;624;656;613;625;611;592;615;587;537;337;222;202;168;172;130;41804,34273;41,1217;-4,3642;19;28,24585395
Castilla leon;Segovia;40129;Montejo de Arévalo;0;0;0;0;0;0;1;515;677;694;590;620;653;698;617;690;716;663;400;379;334;263;217;174;34189,9113;41,14;-4,6647;36;50,54897762
Castilla leon;Segovia;40130;Montejo de la Vega de la Serrezuela;0;0;0;0;0;0;1;192;354;393;409;409;463;460;421;444;449;429;342;273;213;194;149;138;9873,798781;41,5481;-3,6525;28;77,25173277
Castilla leon;Segovia;40131;Monterrubio;0;0;0;0;0;0;1;204;270;307;337;352;390;400;420;468;472;377;151;99;70;75;67;61;26643,7381;40,8486;-4,3508;26;22,4530693
Castilla leon;Segovia;40132;Moral de Hornuez;0;0;0;0;0;0;1;306;382;413;407;417;448;417;432;463;502;484;279;191;133;92;83;45;18489,04277;41,4644;-3,6167;32;71,12164011
Castilla leon;Segovia;40134;Mozoncillo;0;0;0;0;0;0;1;525;1008;1042;1086;1110;1273;1276;1468;1672;1754;1653;1188;1102;1074;1061;1032;849;52311,8112;41,1478;-4,1861;43;22,92388916
Castilla leon;Segovia;40135;Muñopedro;0;0;0;0;0;0;1;411;591;612;608;575;653;613;691;801;914;960;661;519;420;394;319;315;16930,90852;40,8881;-4,4717;87;30,42890918
Castilla leon;Segovia;40136;Muñoveros;0;0;0;0;0;0;1;483;609;548;553;566;635;639;631;610;574;578;351;265;243;207;191;142;48538,89289;41,1722;-3,9517;19;28,57592698
Castilla leon;Segovia;40138;Nava de la Asunción;0;0;0;0;0;0;1;1269;1687;1758;1930;2006;2098;2232;2088;2465;2757;2782;2770;2614;2682;2624;2968;2735;36991,78646;41,1556;-4,4869;83;38,57138254
Castilla leon;Segovia;40139;Navafría;0;0;0;0;0;0;1;314;775;829;755;756;784;755;796;760;736;815;509;427;422;364;344;297;62548,69159;41,0547;-3,8225;30;27,51356495
Castilla leon;Segovia;40140;Navalilla;0;0;0;0;0;0;1;245;341;372;361;391;410;451;538;591;595;500;351;250;196;131;116;95;30510,27744;41,3406;-3,9325;21;46,33506697
Castilla leon;Segovia;40141;Navalmanzano;0;0;0;0;0;0;1;1207;1245;1208;1311;1302;1420;1419;1610;1681;1692;1662;1377;1246;1184;1135;1159;1054;45118,47649;41,2156;-4,2572;32;31,94146566
Castilla leon;Segovia;40142;Navares de Ayuso;0;0;0;0;0;0;1;206;334;327;324;327;351;353;387;394;431;431;209;98;79;93;54;51;30917,74063;41,3728;-3,7064;15;58,47780025
Castilla leon;Segovia;40143;Navares de Enmedio;0;0;0;0;0;0;1;499;670;616;606;614;664;626;663;660;680;677;391;201;210;184;111;92;27542,07927;41,3811;-3,7231;24;58,42610707
Castilla leon;Segovia;40144;Navares de las Cuevas;0;0;0;0;0;0;1;165;381;397;395;423;422;374;343;328;360;365;96;26;29;30;22;23;26607,38124;41,4142;-3,7506;19;60,27924442
Castilla leon;Segovia;40145;Navas de Oro;0;0;0;0;0;0;1;482;953;1007;1111;1163;1378;1616;1865;2066;2188;2255;1938;1661;1504;1465;1442;1305;43696,78037;41,1961;-4,4397;62;38,55683801
Castilla leon;Segovia;40146;Navas de San Antonio;0;0;0;0;0;0;1;899;1096;999;1044;1038;1047;989;952;877;815;743;595;400;335;295;431;368;28759,30597;40,7611;-4,33;69;27,3683585
Castilla leon;Segovia;40148;Nieva;0;0;0;0;0;0;1;617;589;672;664;699;780;777;742;733;722;621;445;393;390;350;333;264;34081,08585;41,0806;-4,4264;34;29,75070159
Castilla leon;Segovia;40149;Olombrada;0;0;0;0;0;0;1;754;1008;946;971;1018;1106;1144;1277;1469;1652;1646;1252;1068;873;790;674;521;19750,27777;41,4167;-4,1583;67;52,21459087
Castilla leon;Segovia;40150;Orejana;0;0;0;0;0;0;1;295;553;551;576;563;552;515;513;501;472;412;208;157;126;92;75;66;54480,60914;41,1633;-3,7783;21;37,2257464
Castilla leon;Segovia;40151;Ortigosa de Pestaño;0;0;0;0;0;0;1;102;127;155;162;168;161;153;221;270;249;230;172;128;100;84;99;45;36996,13499;41,0875;-4,395;8;27,91409325
Castilla leon;Segovia;40152;Otero de Herreros;0;0;0;0;0;0;1;658;846;850;843;832;893;918;863;838;1050;1028;1087;848;826;838;1000;957;40089,95951;40,8197;-4,2092;44;16,18467843
Castilla leon;Segovia;40154;Pajarejos;0;0;0;0;0;0;1;94;155;119;142;145;173;152;167;152;161;155;93;64;50;42;22;24;26606,71127;41,3903;-3,5903;8;66,11815754
Castilla leon;Segovia;40155;Palazuelos de Eresma;0;0;0;0;0;0;1;108;;507;561;633;648;688;668;834;864;941;1261;1050;947;1547;1727;4560;57601,67233;40,9303;-4,0611;37;5,197141701
Castilla leon;Segovia;40156;Pedraza;0;0;0;0;0;0;1;511;1001;966;950;962;940;951;840;843;808;857;546;478;464;458;461;348;56618,65876;41,1303;-3,8111;32;32,77922777
Castilla leon;Segovia;40157;Pelayos del Arroyo;0;0;0;0;0;0;1;59;;211;215;240;244;263;244;221;209;207;192;95;64;51;41;77;61109,89352;41,0511;-3,9394;12;18,88616561
Castilla leon;Segovia;40158;Perosillo;0;0;0;0;0;0;1;95;;;;;;;144;169;176;204;126;39;36;28;24;15;24647,65765;41,3928;-4,1417;10;49,48940719
Castilla leon;Segovia;40159;Pinarejos;0;0;0;0;0;0;1;237;301;310;352;359;436;421;506;502;513;508;363;305;242;191;163;175;40958,65256;41,2597;-4,2936;30;37,63907943
Castilla leon;Segovia;40160;Pinarnegrillo;0;0;0;0;0;0;1;291;419;391;400;419;473;504;520;515;517;501;326;231;216;169;129;90;48073,83004;41,1903;-4,2069;20;27,93949229
Castilla leon;Segovia;40161;Carabias;0;0;0;0;0;0;1;79;;517;531;554;540;628;540;551;560;500;431;118;83;72;69;54;22146,70542;41,4419;-3,6732;26;66,35334176
Castilla leon;Segovia;40162;Prádena;0;0;0;0;0;0;1;906;1188;1146;1201;1119;1170;1113;1114;1123;1068;909;632;599;541;548;602;513;55075,61445;41,1389;-3,6883;46;41,84158028
Castilla leon;Segovia;40163;Puebla de Pedraza;0;0;0;0;0;0;1;145;268;283;303;297;270;306;323;301;282;272;193;123;103;85;62;42;46093,30444;41,2044;-3,9136;18;33,27533527
Castilla leon;Segovia;40164;Rapariegos;0;0;0;0;0;0;1;261;548;629;619;619;678;675;716;704;629;597;402;321;325;254;225;200;27641,87411;41,0939;-4,6522;25;47,63462486
Castilla leon;Segovia;40165;Rebollo;0;0;0;0;0;0;1;230;265;337;349;365;410;408;393;405;384;378;250;183;157;118;102;74;48399,30733;41,1928;-3,8578;14;34,89375475
Castilla leon;Segovia;40166;Remondo;0;0;0;0;0;0;1;120;296;314;360;379;454;426;448;461;471;503;457;396;393;344;320;311;27380,34145;41,3417;-4,4833;9;53,38261187
Castilla leon;Segovia;40168;Riaguas de San Bartolomé;0;0;0;0;0;0;1;134;257;294;302;296;342;326;327;333;332;307;180;103;79;90;36;26;20177,67944;41,4267;-3,4897;12;74,82818602
Castilla leon;Segovia;40170;Riaza;0;0;0;0;0;0;1;2626;2997;2545;2209;2195;2235;2027;1894;1714;1700;1462;1317;1516;1624;1898;2426;2141;31594,73326;41,2831;-3,4667;149;66,08938892
Castilla leon;Segovia;40171;Ribota;0;0;0;0;0;0;1;78;321;309;353;366;385;377;389;412;441;417;215;66;47;35;43;44;26270,60154;41,3653;-3,4289;22;74,05324463
Castilla leon;Segovia;40172;Riofrío de Riaza;0;0;0;0;0;0;1;253;369;365;374;366;366;344;334;342;322;303;161;65;60;59;35;32;38561,9784;41,2472;-3,4503;27;65,11787065
Castilla leon;Segovia;40173;Roda de Eresma;0;0;0;0;0;0;1;172;265;230;264;250;284;272;268;278;250;220;134;94;100;106;211;201;47782,42077;41,0281;-4,1817;10;10,36292671
Castilla leon;Segovia;40174;Sacramenia;0;0;0;0;0;0;1;487;815;828;944;954;947;960;1103;1265;1449;1401;1400;991;616;533;475;385;13213,47948;41,5;-3,95;44;62,96739521
Castilla leon;Segovia;40176;Samboal;0;0;0;0;0;0;1;320;541;640;639;658;740;720;742;822;822;870;927;810;702;576;502;446;36231,4206;41,2583;-4,4172;47;42,63223318
Castilla leon;Segovia;40177;San Cristóbal de Cuéllar;0;0;0;0;0;0;1;228;444;390;425;469;529;552;542;634;622;520;413;329;271;209;187;134;20543,32376;41,4053;-4,4042;15;56,18781574
Castilla leon;Segovia;40178;San Cristóbal de la Vega;0;0;0;0;0;0;1;254;517;516;585;580;550;538;526;517;501;499;319;242;198;158;128;87;30566,62919;41,1128;-4,6467;15;47,9529959
Castilla leon;Segovia;40179;Sanchonuño;0;0;0;0;0;0;1;363;514;589;622;675;779;827;944;1037;1136;1250;918;747;762;797;963;976;33367,63101;41,3233;-4,305;29;44,56106005
Castilla leon;Segovia;40180;Sangarcía;0;0;0;0;0;0;1;991;876;750;703;695;638;564;593;622;618;575;963;810;537;465;399;300;24298,29539;40,9472;-4,4142;38;24,8461698
Castilla leon;Segovia;40181;Real Sitio de San Ildefonso;0;0;0;0;0;0;1;1117;2694;3591;3411;3444;3580;4317;4978;3438;4046;4790;4154;4547;4908;5093;5619;5234;55837,95952;40,9;-4;145;11,28697555
Castilla leon;Segovia;40182;San Martín y Mudrián;0;0;0;0;0;0;1;234;537;494;463;484;641;688;697;829;952;902;624;424;338;274;281;242;43273,2567;41,2242;-4,3194;43;35,0245127
Castilla leon;Segovia;40183;San Miguel de Bernuy;0;0;0;0;0;0;1;163;256;260;282;318;315;338;378;391;384;399;326;241;221;179;166;138;24658,56971;41,3994;-3,9531;18;52,06355503
Castilla leon;Segovia;40184;San Pedro de Gaíllos;0;0;0;0;0;0;1;380;568;597;650;696;786;797;865;896;943;925;569;380;339;337;333;287;46101,32006;41,2269;-3,8092;26;40,41096529
Castilla leon;Segovia;40185;Santa María la Real de Nieva;0;0;0;0;0;0;1;1584;1360;966;898;881;1005;902;918;966;961;901;2756;1910;1644;1340;1114;919;29602,82554;41,0705;-4,4064;179;27,74619082
Castilla leon;Segovia;40186;Santa Marta del Cerro;0;0;0;0;0;0;1;176;292;293;326;337;304;260;279;288;267;232;136;78;57;53;46;41;47509,68642;41,2183;-3,685;15;47,14125243
Castilla leon;Segovia;40188;Santiuste de Pedraza;0;0;0;0;0;0;1;315;566;543;530;532;530;517;486;452;443;424;275;146;126;95;121;87;58210,94892;41,0906;-3,8864;29;25,09435083
Castilla leon;Segovia;40189;Santiuste de San Juan Bautista;0;0;0;0;0;0;1;857;1035;1049;1094;1068;1176;1151;1178;1258;1232;1126;1097;951;877;766;637;530;36164,42825;41,1569;-4,5719;46;44,56781031
Castilla leon;Segovia;40190;Santo Domingo de Pirón;0;0;0;0;0;0;1;98;214;208;182;172;179;214;213;204;179;171;110;74;51;66;61;56;64200,36042;41,0411;-3,9894;28;14,96927057
Castilla leon;Segovia;40191;Santo Tomé del Puerto;0;0;0;0;0;0;1;509;720;774;774;773;805;763;796;727;738;597;489;424;370;321;327;258;48464,89526;41,1942;-3,5772;57;52,97653803
Castilla leon;Segovia;40192;Sauquillo de Cabezas;0;0;0;0;0;0;1;469;630;608;669;690;754;691;598;670;625;578;383;303;280;242;213;141;45734,17018;41,1942;-4,0681;20;27,68896493
Castilla leon;Segovia;40193;Sebúlcor;0;0;0;0;0;0;1;221;400;371;380;406;478;486;520;439;468;506;302;268;284;273;277;263;38287,09511;41,2711;-3,8842;28;40,93022342
Castilla leon;Segovia;40194;Segovia;0;0;0;0;0;0;1;6625;11172;14328;13968;14658;15258;15707;18413;21951;27026;32092;40816;50759;54375;54368;54945;51234;44262,42621;40,9481;-4,1183;6.163;0
Castilla leon;Segovia;40195;Sepúlveda;0;0;0;0;0;0;1;1760;2307;2267;2207;2245;2194;1890;1765;1590;1540;1368;1875;1609;1401;1293;1223;995;40451,01802;41,2974;-3,7494;124;49,6371345
Castilla leon;Segovia;40196;Sequera de Fresno;0;0;0;0;0;0;1;175;277;306;289;301;292;299;300;287;287;268;142;81;77;56;52;29;28475,61002;41,3667;-3,5461;13;66,79524917
Castilla leon;Segovia;40198;Sotillo;0;0;0;0;0;0;1;;257;266;272;279;315;309;277;291;306;258;128;85;66;39;33;29;41696,23006;41,2583;-3,6367;20;53,09516126
Castilla leon;Segovia;40199;Sotosalbos;0;0;0;0;0;0;1;335;394;447;407;416;389;326;300;295;315;307;175;99;98;131;133;135;65912,57646;41,0344;-3,9411;24;17,70661296
Castilla leon;Segovia;40200;Tabanera la Luenga;0;0;0;0;0;0;1;137;234;266;218;210;227;244;244;259;238;233;142;110;86;65;74;51;47008,18718;41,0969;-4,2394;13;19,42471283
Castilla leon;Segovia;40201;Tolocirio;0;0;0;0;0;0;1;58;146;168;175;184;203;175;158;153;158;150;99;92;75;59;59;47;32653,9525;41,1339;-4,65;9;49,14483581
Castilla leon;Segovia;40202;Torreadrada;0;0;0;0;0;0;1;378;573;584;621;597;623;593;578;613;676;591;366;197;153;121;90;50;22614,2884;41,4442;-3,8397;33;59,888119
Castilla leon;Segovia;40203;Torrecaballeros;0;0;0;0;0;0;1;343;344;363;382;409;427;431;361;450;444;457;295;227;287;593;1257;1391;60934,68148;40,9919;-4,0239;42;9,310826847
Castilla leon;Segovia;40204;Torrecilla del Pinar;0;0;0;0;0;0;1;389;445;453;531;477;612;674;810;940;1058;1000;634;474;390;288;214;165;26534,37625;41,3742;-4,0378;20;47,85888366
Castilla leon;Segovia;40205;Torreiglesias;0;0;0;0;0;0;1;499;616;598;575;611;739;689;652;667;659;597;479;501;399;382;344;259;55118,18764;41,1019;-4,0325;55;18,56487392
Castilla leon;Segovia;40206;Torre Val de San Pedro;0;0;0;0;0;0;1;299;586;571;613;631;634;606;567;569;594;590;370;203;197;189;200;198;64267,19781;41,0739;-3,8711;44;25,02128737
Castilla leon;Segovia;40207;Trescasas;0;0;0;0;0;0;1;76;262;270;290;285;320;298;306;316;372;367;222;155;177;448;980;1077;59384,73285;40,9585;-4,0379;33;6,857613032
Castilla leon;Segovia;40208;Turégano;0;0;0;0;0;0;1;1140;1453;1556;1546;1616;1654;1542;1449;1556;1564;1495;1044;1212;1143;1096;1093;996;52579,41894;41,1553;-4,0072;71;24,85447404
Castilla leon;Segovia;40210;Urueñas;0;0;0;0;0;0;1;618;670;537;584;583;677;679;675;717;771;701;382;170;137;111;113;104;33411,4815;41,3558;-3,775;33;53,6869583
Castilla leon;Segovia;40211;Valdeprados;0;0;0;0;0;0;1;73;183;199;229;228;217;203;224;264;285;205;117;60;43;56;88;70;34708,71815;40,8175;-4,2569;19;18,61548503
Castilla leon;Segovia;40212;Valdevacas de Montejo;0;0;0;0;0;0;1;117;254;288;344;325;333;308;308;298;307;262;113;64;41;31;32;28;13062,95026;41,5208;-3,6361;18;75,38149379
Castilla leon;Segovia;40213;Valdevacas y Guijar;0;0;0;0;0;0;1;392;411;394;382;396;413;386;381;386;349;333;227;192;169;142;117;96;51548,8875;41,1408;-3,9119;18;27,55139749
Castilla leon;Segovia;40214;Valseca;0;0;0;0;0;0;1;690;765;770;713;711;751;708;705;783;727;605;482;393;329;277;297;229;47500,21134;40,9997;-4,1744;23;7,429438413
Castilla leon;Segovia;40215;Valtiendas;0;0;0;0;0;0;1;257;613;670;614;627;695;628;684;922;1033;1008;536;310;219;171;129;79;16584,53489;41,4783;-3,9172;38;61,31693766
Castilla leon;Segovia;40216;Valverde del Majano;0;0;0;0;0;0;1;829;985;957;1032;1058;1177;1134;1169;1058;1035;959;635;526;526;521;1086;1110;41356,14958;40,9567;-4,2347;31;9,821184153
Castilla leon;Segovia;40218;Valle de Tabladillo;0;0;0;0;0;0;1;490;660;578;556;584;592;490;527;592;619;650;396;260;201;153;113;80;31460,61773;41,3631;-3,8397;16;51,70614638
Castilla leon;Segovia;40219;Vallelado;0;0;0;0;0;0;1;392;740;793;897;935;941;1006;1056;1176;1152;1104;1106;967;893;844;775;719;23827,84189;41,4056;-4,4264;37;57,03203838
Castilla leon;Segovia;40220;Valleruela de Pedraza;0;0;0;0;0;0;1;602;385;416;420;433;400;360;323;292;271;257;137;87;75;64;80;73;51155,78816;41,1794;-3,8064;10;36,68747956
Castilla leon;Segovia;40221;Valleruela de Sepúlveda;0;0;0;0;0;0;1;320;684;585;561;553;519;512;472;448;479;397;202;118;85;71;60;53;51054,35242;41,1878;-3,7728;16;39,36672573
Castilla leon;Segovia;40222;Veganzones;0;0;0;0;0;0;1;450;623;602;597;604;687;692;738;719;727;723;504;408;331;301;286;215;44949,99312;41,1928;-3,9939;22;29,14302702
Castilla leon;Segovia;40223;Vegas de Matute;0;0;0;0;0;0;1;536;570;580;636;670;716;755;756;688;716;697;443;333;270;243;287;315;34653,02419;40,795;-4,2778;22;21,66525042
Castilla leon;Segovia;40224;Ventosilla y Tejadilla;0;0;0;0;0;0;1;164;191;184;208;209;191;194;171;150;154;148;80;40;26;39;32;17;50877,45783;41,1819;-3,6942;6;44,0561679
Castilla leon;Segovia;40225;Villacastín;0;0;0;0;0;0;1;856;1271;1351;1320;1371;1475;1414;1427;1547;1599;1662;1742;1616;1617;1553;1626;1485;22660,22215;40,7806;-4,4136;109;31,03955389
